Day Pass Purchased,3-Day Pass Purchased,7-Day Pass Purchased,Total Annual Members,Annual Sign-Ups,Cumulative trips,Daily Trips,Date,Total Miles,Daily Miles
157,17,0,206879,34,38327573,24177,1/6/2017,75244595,48964
21,4,0,206892,13,38331998,4425,1/7/2017,75268151,23556
27,2,0,206907,15,38338415,6417,1/8/2017,75290907,22756
30,2,0,206933,26,38354271,15856,1/9/2017,75326116,35209
67,12,0,206955,22,38377503,23232,1/10/2017,75372332,46216
208,37,0,206981,26,38409922,32419,1/11/2017,75435431,63099
479,30,0,207021,40,38449705,39783,1/12/2017,75520194,84763
373,43,0,207059,38,38483316,33611,1/13/2017,75596041,75847
252,33,0,207087,28,38497135,13819,1/14/2017,75639131,43090
476,19,0,207120,33,38514519,17384,1/15/2017,75689869,50738
448,30,0,207163,43,38538629,24110,1/16/2017,75741533,51664
63,15,0,207198,35,38557275,18646,1/17/2017,75782230,40697
146,17,0,207224,26,38588132,30857,1/18/2017,75840208,57978
391,27,0,207262,38,38624693,36561,1/19/2017,75912285,72077
184,19,0,207288,26,38651445,26752,1/20/2017,75968764,56479
957,31,0,207336,48,38678055,26610,1/21/2017,76033426,64662
520,25,0,207368,32,38698578,20523,1/22/2017,76082794,49368
54,20,0,207399,31,38714400,15822,1/23/2017,76120481,37687
28,5,0,207414,15,38727571,13171,1/24/2017,76156100,35619
301,29,0,207453,39,38764502,36931,1/25/2017,76227518,71418
223,28,0,207501,48,38797504,33002,1/26/2017,76291268,63750
231,23,0,207540,39,38829898,32394,1/27/2017,76361457,70189
402,25,0,207567,27,38851200,21302,1/28/2017,76415412,53955
585,26,0,207620,53,38873727,22527,1/29/2017,76478266,62854
163,32,0,207673,53,38903343,29616,1/30/2017,76538241,59975
62,19,0,207706,33,38928512,25169,1/31/2017,76586925,48684
194,22,0,207749,43,38963733,35221,2/1/2017,76664564,77639
216,27,0,207793,44,38998250,34517,2/2/2017,76735291,70727
181,32,0,207825,32,39027882,29632,2/3/2017,76799992,64701
413,14,0,207861,36,39047086,19204,2/4/2017,76845112,45120
337,19,0,207890,29,39067145,20059,2/5/2017,76895644,50532
305,49,0,207930,40,39100560,33415,2/6/2017,76968157,72513
54,17,0,207962,32,39123613,23053,2/7/2017,77025917,57760
483,32,0,208011,49,39164041,40428,2/8/2017,77116347,90430
0,0,0,208018,7,39164041,0,2/9/2017,77116347,0
15,1,0,208030,12,39166038,1997,2/10/2017,77124691,8344
170,13,0,208037,7,39174997,8959,2/11/2017,77150963,26272
26,5,0,208054,17,39180798,5801,2/12/2017,77177431,26468
72,18,0,208076,22,39204655,23857,2/13/2017,77236141,58710
154,16,0,208099,23,39234323,29668,2/14/2017,77314671,78530
170,30,0,208137,38,39266375,32052,2/15/2017,77387054,72383
104,16,0,208163,26,39295495,29120,2/16/2017,77450605,63551
247,37,0,208200,37,39324230,28735,2/17/2017,77518135,67530
2078,114,0,208258,58,39354801,30571,2/18/2017,77617261,99126
3746,122,0,208347,89,39391764,36963,2/19/2017,77742427,125166
1512,75,0,208436,89,39424056,32292,2/20/2017,77833839,91412
308,48,0,208516,80,39456699,32643,2/21/2017,77918606,84767
439,36,0,208594,78,39494818,38119,2/22/2017,78009257,90651
828,88,0,208658,64,39537252,42434,2/23/2017,78107811,98554
1534,119,0,208767,109,39584283,47031,2/24/2017,78224966,117155
2035,77,0,208886,119,39617628,33345,2/25/2017,78329275,104309
849,33,0,208966,80,39642341,24713,2/26/2017,78404471,75196
388,42,0,209035,69,39678325,35984,2/27/2017,78484665,80194
504,60,0,209119,84,39720160,41835,2/28/2017,78577307,92642
393,51,0,209229,110,39760752,40592,3/1/2017,78663251,85944
320,44,0,209310,81,39796491,35739,3/2/2017,78737090,73839
292,39,0,209370,60,39827596,31105,3/3/2017,78805792,68702
252,14,0,209404,34,39843242,15646,3/4/2017,78848900,43108
312,22,0,209451,47,39859161,15919,3/5/2017,78899824,50924
321,39,0,209536,85,39891628,32467,3/6/2017,78972600,72776
181,29,0,209587,51,39921311,29683,3/7/2017,79036254,63654
694,55,0,209656,69,39964781,43470,3/8/2017,79137827,101573
764,34,0,209728,72,40010032,45251,3/9/2017,79237277,99450
95,15,0,209758,30,40028444,18412,3/10/2017,79279248,41971
183,27,0,209781,23,40043629,15185,3/11/2017,79327627,48379
167,9,0,209799,18,40057071,13442,3/12/2017,79365741,38114
205,14,0,209827,28,40084488,27417,3/13/2017,79424509,58768
0,0,0,209843,16,40084488,0,3/14/2017,79424509,0
0,0,0,209859,16,40084488,0,3/15/2017,79424509,0
0,0,0,209870,11,40084488,0,3/16/2017,79424509,0
151,15,0,209888,18,40091586,7098,3/17/2017,79449902,25393
93,6,0,209910,22,40095692,4106,3/18/2017,79467348,17446
339,21,0,209943,33,40106242,10550,3/19/2017,79500692,33344
288,21,0,210002,59,40133620,27378,3/20/2017,79561055,60363
479,47,0,210073,71,40170444,36824,3/21/2017,79639159,78104
140,15,0,210121,48,40197371,26927,3/22/2017,79694872,55713
291,25,0,210160,39,40227256,29885,3/23/2017,79769217,74345
485,39,0,210199,39,40261275,34019,3/24/2017,79851898,82681
1721,60,0,210267,68,40290922,29647,3/25/2017,79938191,86293
546,30,0,210318,51,40310815,19893,3/26/2017,79993330,55139
318,40,0,210388,70,40337116,26301,3/27/2017,80052944,59614
91,20,0,210448,60,40358706,21590,3/28/2017,80098947,46003
830,97,0,210559,111,40401136,42430,3/29/2017,80190472,91525
669,61,0,210623,64,40440882,39746,3/30/2017,80281513,91041
20,5,0,210670,47,40447828,6946,3/31/2017,80304975,23462
767,43,0,210739,69,40471677,23849,4/1/2017,80372274,67299
3639,58,0,210915,176,40511456,39779,4/2/2017,80502361,130087
970,68,0,211075,160,40554940,43484,4/3/2017,80606578,104217
183,23,0,211171,96,40584930,29990,4/4/2017,80669669,63091
1192,59,0,211310,139,40632565,47635,4/5/2017,80777950,108281
67,12,0,211362,52,40650585,18020,4/6/2017,80822361,44411
456,43,0,211440,78,40686364,35779,4/7/2017,80903719,81358
2719,83,0,211589,149,40722300,35936,4/8/2017,81012605,108886
4390,114,0,211806,217,40766195,43895,4/9/2017,81149845,137240
2164,139,0,212050,244,40816617,50422,4/10/2017,81274201,124356
2699,135,0,212298,248,40873926,57309,4/11/2017,81424423,150222
1493,108,0,212484,186,40925114,51188,4/12/2017,81538382,113959
2388,129,0,212648,164,40978029,52915,4/13/2017,81669610,131228
3451,273,0,212812,164,41030259,52230,4/14/2017,81818992,149382
3981,235,0,212950,138,41072790,42531,4/15/2017,81953518,134526
6143,361,0,213172,222,41120927,48137,4/16/2017,82111430,157912
2019,234,0,213385,213,41174174,53247,4/17/2017,82239049,127619
1624,194,0,213580,195,41227983,53809,4/18/2017,82365178,126129
738,55,0,213703,123,41273771,45788,4/19/2017,82462765,97587
1065,172,0,213819,116,41318031,44260,4/20/2017,82571192,108427
1194,129,0,213913,94,41357899,39868,4/21/2017,82663540,92348
5173,102,0,214028,115,41392495,34596,4/22/2017,82764984,101444
4541,420,0,214278,250,41441601,49106,4/23/2017,82907547,142563
1143,123,0,214462,184,41490293,48692,4/24/2017,83010788,103241
201,36,0,214552,90,41510625,20332,4/25/2017,83058617,47829
595,109,0,214654,102,41548352,37727,4/26/2017,83140476,81859
1412,266,0,214793,139,41600387,52035,4/27/2017,83262870,122394
2963,458,0,214965,172,41662586,62199,4/28/2017,83426535,163665
5699,562,0,215219,254,41720287,57701,4/29/2017,83606825,180290
2921,340,0,215455,236,41763215,42928,4/30/2017,83732130,125305
1813,311,0,215724,269,41819433,56218,5/1/2017,83868805,136675
1827,309,0,216017,293,41880638,61205,5/2/2017,84011390,142585
1537,247,0,216239,222,41939889,59251,5/3/2017,84153326,141936
1626,239,0,216436,197,41997317,57428,5/4/2017,84297909,144583
355,52,0,216535,99,42021326,24009,5/5/2017,84356187,58278
3349,363,0,216768,233,42067942,46616,5/6/2017,84484066,127879
1921,196,0,216928,160,42102235,34293,5/7/2017,84574691,90625
1230,253,0,217147,219,42153788,51553,5/8/2017,84688951,114260
1179,199,0,217341,194,42210249,56461,5/9/2017,84807208,118257
1362,225,0,217512,171,42268701,58452,5/10/2017,84943288,136080
1313,205,0,217673,161,42325909,57208,5/11/2017,85078987,135699
1784,189,0,217840,167,42382580,56671,5/12/2017,85211464,132477
117,0,0,217905,65,42388284,5704,5/13/2017,85239657,28193
2664,222,0,218120,215,42427013,38729,5/14/2017,85354476,114819
1279,185,0,218356,236,42481728,54715,5/15/2017,85484346,129870
1850,283,0,218690,334,42546232,64504,5/16/2017,85641757,157411
1864,241,0,219023,333,42612023,65791,5/17/2017,85795257,153500
1929,270,0,219304,281,42675776,63753,5/18/2017,85945094,149837
2310,275,0,219564,260,42737919,62143,5/19/2017,86090926,145832
3486,251,0,219776,212,42785777,47858,5/20/2017,86226331,135405
4903,287,0,220097,321,42840650,54873,5/21/2017,86386350,160019
218,22,0,220269,172,42865277,24627,5/22/2017,86447399,61049
1579,224,0,220513,244,42925301,60024,5/23/2017,86587079,139680
1558,153,0,220735,222,42985922,60621,5/24/2017,86722561,135482
143,27,0,220840,105,43003416,17494,5/25/2017,86773304,50743
2224,306,0,221049,209,43057179,53763,5/26/2017,86906706,133402
4590,511,0,221271,222,43103712,46533,5/27/2017,87052630,145924
5229,374,0,221515,244,43150436,46724,5/28/2017,87203693,151063
1149,77,0,221745,230,43176757,26321,5/29/2017,87279518,75825
962,204,0,222057,312,43226949,50192,5/30/2017,87394147,114629
1596,197,0,222764,707,43286443,59494,5/31/2017,87536244,142097
1957,289,0,222977,213,43353847,67404,6/1/2017,87699307,163063
2315,357,0,223162,185,43420752,66905,6/2/2017,87856606,157299
4627,356,0,223356,194,43477015,56263,6/3/2017,88012318,155712
2270,103,0,223520,164,43517153,40138,6/4/2017,88112889,100571
1286,204,0,223719,199,43573035,55882,6/5/2017,88236684,123795
523,89,0,223834,115,43614303,41268,6/6/2017,88323363,86679
1536,258,0,223969,135,43678755,64452,6/7/2017,88473216,149853
1631,266,0,224131,162,43741407,62652,6/8/2017,88605932,132716
2513,313,0,224289,158,43807911,66504,6/9/2017,88762719,156787
4764,296,0,224455,166,43864997,57086,6/10/2017,88913622,150903
3941,179,0,224654,199,43916424,51427,6/11/2017,89054333,140711
1561,201,0,224889,235,43974294,57870,6/12/2017,89187897,133564
1407,179,0,225078,189,44035214,60920,6/13/2017,89317341,129444
1573,218,0,225231,153,44095724,60510,6/14/2017,89455329,137988
1885,227,0,225430,199,44160485,64761,6/15/2017,89599842,144513
1507,177,0,225556,126,44216886,56401,6/16/2017,89728043,128201
2243,209,0,225683,127,44251785,34899,6/17/2017,89811798,83755
3730,295,0,225864,181,44301254,49469,6/18/2017,89950212,138414
878,158,0,226025,161,44339562,38308,6/19/2017,90038269,88057
1781,215,0,226220,195,44404232,64670,6/20/2017,90185063,146794
1666,258,0,226394,174,44471447,67215,6/21/2017,90339588,154525
1818,260,0,226589,195,44537751,66304,6/22/2017,90498041,158453
1585,205,0,226695,106,44593072,55321,6/23/2017,90627838,129797
4277,314,0,226849,154,44645222,52150,6/24/2017,90769120,141282
4527,256,0,227015,166,44699867,54645,6/25/2017,90927745,158625
2024,297,0,227211,196,44762528,62661,6/26/2017,91073066,145321
1697,229,0,227418,207,44827290,64762,6/27/2017,91224178,151112
1893,208,0,227679,261,44895030,67740,6/28/2017,91383441,159263
1703,210,0,227855,176,44959290,64260,6/29/2017,91529860,146419
2024,293,0,228047,192,45017950,58660,6/30/2017,91662443,132583
2828,372,0,228157,110,45054687,36737,7/1/2017,91769569,107126
4314,458,0,228306,149,45097722,43035,7/2/2017,91897966,128397
3243,316,0,228473,167,45145915,48193,7/3/2017,92028206,130240
4929,315,0,228669,196,45195839,49924,7/4/2017,92174647,146441
1886,267,0,228908,239,45256160,60321,7/5/2017,92324134,149487
1646,264,0,229085,177,45318307,62147,7/6/2017,92464901,140767
1283,216,0,229241,156,45362375,44068,7/7/2017,92568557,103656
4138,333,0,229453,212,45417390,55015,7/8/2017,92714995,146438
4471,340,0,229680,227,45474508,57118,7/9/2017,92874909,159914
1546,359,0,229933,253,45535416,60908,7/10/2017,93016372,141463
1269,227,0,230159,226,45597086,61670,7/11/2017,93157835,141463
1376,179,0,230336,177,45658872,61786,7/12/2017,93290709,132874
1322,180,0,230514,178,45715347,56475,7/13/2017,93417236,126527
570,101,0,230610,96,45747198,31851,7/14/2017,93487713,70477
4761,378,0,230772,162,45803697,56499,7/15/2017,93635780,148067
4497,308,0,230981,209,45860530,56833,7/16/2017,93789446,153666
1675,289,0,231225,244,45923085,62555,7/17/2017,93930769,141323
1724,243,0,231416,191,45989319,66234,7/18/2017,94075392,144623
1617,267,0,231603,187,46053235,63916,7/19/2017,94218669,143277
1439,229,0,231741,138,46112900,59665,7/20/2017,94350540,131871
1929,304,0,231882,141,46172974,60074,7/21/2017,94486870,136330
3634,332,0,232049,167,46220987,48013,7/22/2017,94611142,124272
3164,249,0,232212,163,46267932,46945,7/23/2017,94728177,117035
989,113,0,232359,147,46311725,43793,7/24/2017,94832637,104460
1549,285,0,232521,162,46377064,65339,7/25/2017,94981179,148542
2054,248,0,232674,153,46447393,70329,7/26/2017,95149782,168603
1666,214,0,232820,146,46513166,65773,7/27/2017,95294225,144443
2293,297,0,232984,164,46577077,63911,7/28/2017,95445739,151514
4085,324,0,233138,154,46630032,52955,7/29/2017,95578248,132509
5214,376,0,233360,222,46689396,59364,7/30/2017,95743671,165423
1862,263,0,233614,254,46753627,64231,7/31/2017,95896794,153123
1813,272,0,233824,210,46820303,66676,8/1/2017,96044448,147654
3291,139,0,233958,134,46876482,56179,8/2/2017,96167070,122622
1849,257,0,234160,202,46942626,66144,8/3/2017,96313928,146858
2212,325,0,234312,152,46999017,56391,8/4/2017,96442677,128749
5299,415,0,234524,212,47057983,58966,8/5/2017,96612188,169511
4686,292,0,234715,191,47114456,56473,8/6/2017,96773680,161492
249,34,0,234851,136,47137851,23395,8/7/2017,96829607,55927
1738,331,0,235084,233,47203079,65228,8/8/2017,96975508,145901
1952,300,0,235283,199,47270953,67874,8/9/2017,97146032,170524
1834,262,0,235457,174,47337198,66245,8/10/2017,97297447,151415
2360,358,0,235623,166,47400332,63134,8/11/2017,97444545,147098
5409,405,0,235890,267,47460863,60531,8/12/2017,97618126,173581
4755,337,0,236098,208,47518374,57511,8/13/2017,97780166,162040
1816,294,0,236328,230,47579834,61460,8/14/2017,97919701,139535
948,125,0,236504,176,47632294,52460,8/15/2017,98025396,105695
1905,251,0,236681,177,47700728,68434,8/16/2017,98184428,159032
2087,261,0,236872,191,47767382,66654,8/17/2017,98341238,156810
840,124,0,236984,112,47804001,36619,8/18/2017,98431942,90704
5992,461,0,237324,340,47866441,62440,8/19/2017,98617979,186037
4218,313,0,237518,194,47921879,55438,8/20/2017,98765358,147379
1832,277,0,237710,192,47982934,61055,8/21/2017,98903417,138059
1477,260,0,237878,168,48043475,60541,8/22/2017,99036826,133409
1712,219,0,238057,179,48108544,65069,8/23/2017,99178186,141360
1820,315,0,238257,200,48174850,66306,8/24/2017,99329635,151449
2316,325,0,238406,149,48239067,64217,8/25/2017,99485979,156344
3621,214,0,238546,140,48289178,50111,8/26/2017,99618811,132832
4135,278,0,238771,225,48343772,54594,8/27/2017,99764335,145524
1616,272,0,239016,245,48404657,60885,8/28/2017,99897461,133126
424,104,0,239163,147,48439808,35151,8/29/2017,99964909,67448
1760,309,0,239347,184,48505136,65328,8/30/2017,100112234,147325
1727,260,0,239519,172,48570017,64881,8/31/2017,100257086,144852
1775,294,0,239653,134,48624898,54881,9/1/2017,100386468,129382
3359,420,0,239785,132,48662708,37810,9/2/2017,100494417,107949
2394,175,0,239906,121,48693663,30955,9/3/2017,100578405,83988
5298,362,0,240126,220,48748947,55284,9/4/2017,100743028,164623
1607,265,0,240378,252,48814390,65443,9/5/2017,100883390,140362
445,90,0,240541,163,48856708,42318,9/6/2017,100969785,86395
1542,356,0,240750,209,48926279,69571,9/7/2017,101118454,148669
1976,322,0,240903,153,48995895,69616,9/8/2017,101272851,154397
4196,272,0,241108,205,49056082,60187,9/9/2017,101423698,150847
4056,301,0,241329,221,49116832,60750,9/10/2017,101578286,154588
1992,276,0,241563,234,49188796,71964,9/11/2017,101744463,166177
1737,238,0,241775,212,49263419,74623,9/12/2017,101905726,161263
1471,199,0,241991,216,49333035,69616,9/13/2017,102052528,146802
1551,244,0,242211,220,49405163,72128,9/14/2017,102203063,150535
2088,323,0,242393,182,49477524,72361,9/15/2017,102363201,160138
4304,297,0,242552,159,49538601,61077,9/16/2017,102520040,156839
3869,229,0,242748,196,49598604,60003,9/17/2017,102676874,156834
1387,190,0,242968,220,49662811,64207,9/18/2017,102814952,138078
914,146,0,243128,160,49720788,57977,9/19/2017,102930403,115451
1385,202,0,243309,181,49792010,71222,9/20/2017,103080780,150377
1690,191,0,243503,194,49859809,67799,9/21/2017,103233243,152463
2315,259,0,243715,212,49930001,70192,9/22/2017,103396357,163114
4821,322,0,243967,252,49992749,62748,9/23/2017,103561939,165582
3681,176,0,244277,310,50050252,57503,9/24/2017,103710865,148926
1537,258,0,244551,274,50119523,69271,9/25/2017,103867232,156367
1359,257,0,244809,258,50191089,71566,9/26/2017,104024011,156779
1268,200,0,245051,242,50261031,69942,9/27/2017,104171988,147977
1490,224,0,245299,248,50331982,70951,9/28/2017,104320382,148394
1875,288,0,245558,259,50399228,67246,9/29/2017,104462091,141709
2694,214,0,245923,365,50449428,50200,9/30/2017,104575704,113613
3511,235,0,246193,270,50504931,55503,10/1/2017,104714715,139011
1408,242,0,246402,209,50570440,65509,10/2/2017,104856463,141748
1258,194,0,246566,164,50639545,69105,10/3/2017,104992263,135800
1377,188,0,246742,176,50710998,71453,10/4/2017,105142587,150324
1365,251,0,246893,151,50781171,70173,10/5/2017,105293024,150437
2104,383,0,247025,132,50851420,70249,10/6/2017,105441419,148395
4996,356,0,247206,181,50915050,63630,10/7/2017,105595347,153928
2233,192,0,247336,130,50956089,41039,10/8/2017,105696137,100790
594,84,0,247453,117,50994479,38390,10/9/2017,105775049,78912
2016,312,0,247615,162,51068596,74117,10/10/2017,105931027,155978
1146,161,0,247767,152,51132183,63587,10/11/2017,106057775,126748
1070,169,0,247896,129,51193427,61244,10/12/2017,106181208,123433
1768,308,0,248038,142,51260443,67016,10/13/2017,106317816,136608
3680,347,0,248167,129,51319214,58771,10/14/2017,106460292,142476
3381,276,0,248382,215,51375743,56529,10/15/2017,106597656,137364
997,192,0,248552,170,51437472,61729,10/16/2017,106723456,125800
1030,170,0,248712,160,51501952,64480,10/17/2017,106845801,122345
1202,249,0,248878,166,51572185,70233,10/18/2017,106993643,147842
1491,274,0,249016,138,51644496,72311,10/19/2017,107137307,143664
2246,351,0,249162,146,51716670,72174,10/20/2017,107294562,157255
5093,276,0,249378,216,51782542,65872,10/21/2017,107463964,169402
4596,200,0,249596,218,51844690,62148,10/22/2017,107617408,153444
1659,279,0,249825,229,51913963,69273,10/23/2017,107761307,143899
466,82,0,249930,105,51962040,48077,10/24/2017,107856906,95599
1133,246,0,250090,160,52033324,71284,10/25/2017,107998913,142007
973,191,0,250187,97,52097326,64002,10/26/2017,108122332,123419
1991,352,0,250319,132,52166591,69265,10/27/2017,108261813,139481
4306,317,0,250499,180,52227936,61345,10/28/2017,108405384,143571
213,8,0,250556,57,52237473,9537,10/29/2017,108426194,20810
771,121,0,250681,125,52286719,49246,10/30/2017,108521696,95502
1076,166,0,250892,211,52346961,60242,10/31/2017,108637025,115329
717,125,0,250975,83,52407733,60772,11/1/2017,108748329,111304
1485,291,0,251060,85,52478543,70810,11/2/2017,108892784,144455
2275,335,0,251163,103,52550360,71817,11/3/2017,109039839,147055
3086,243,0,251269,106,52603793,53433,11/4/2017,109159958,120119
1263,80,0,251349,80,52638736,34943,11/5/2017,109236239,76281
1052,133,0,251433,84,52696342,57606,11/6/2017,109352557,116318
643,77,0,251487,54,52732703,36361,11/7/2017,109422145,69588
597,95,0,251537,50,52786914,54211,11/8/2017,109529997,107852
837,171,0,251591,54,52845330,58416,11/9/2017,109643116,113119
425,82,0,251614,23,52883762,38432,11/10/2017,109717910,74794
832,64,0,251657,43,52911904,28142,11/11/2017,109773260,55350
1191,62,0,251699,42,52944375,32471,11/12/2017,109846447,73187
314,47,0,251751,52,52983127,38752,11/13/2017,109918559,72112
493,59,0,251802,51,53035405,52278,11/14/2017,110013887,95328
524,70,0,251842,40,53089635,54230,11/15/2017,110118477,104590
521,74,0,251884,42,53139372,49737,11/16/2017,110212009,93532
712,74,0,251928,44,53188361,48989,11/17/2017,110305485,93476
872,53,0,251965,37,53216106,27745,11/18/2017,110363621,58136
1020,64,0,252008,43,53247703,31597,11/19/2017,110429699,66078
501,49,0,252041,33,53292823,45120,11/20/2017,110514994,85295
960,69,0,252075,34,53345271,52448,11/21/2017,110610282,95288
458,64,0,252103,28,53377568,32297,11/22/2017,110679812,69530
806,103,0,252115,12,53391273,13705,11/23/2017,110712339,32527
1129,95,0,252151,36,53414996,23723,11/24/2017,110776351,64012
1995,85,0,252184,33,53445506,30510,11/25/2017,110849893,73542
904,63,0,252227,43,53472686,27180,11/26/2017,110910545,60652
553,46,0,252277,50,53519418,46732,11/27/2017,111009955,99410
455,58,0,252316,39,53570584,51166,11/28/2017,111107284,97329
638,71,0,252365,49,53625874,55290,11/29/2017,111214324,107040
509,83,0,252414,49,53677573,51699,11/30/2017,111311434,97110
695,123,0,252473,59,53728281,50708,12/1/2017,111411302,99868
1513,100,0,252514,41,53767203,38922,12/2/2017,111494962,83660
1037,66,0,252561,47,53800931,33728,12/3/2017,111572877,77915
649,63,0,252618,57,53850561,49630,12/4/2017,111665019,92142
381,57,0,252686,68,53892353,41792,12/5/2017,111750027,85008
368,55,0,252724,38,53938688,46335,12/6/2017,111837355,87328
427,65,0,252761,37,53984055,45367,12/7/2017,111932008,94653
443,58,0,252791,30,54025385,41330,12/8/2017,112013225,81217
112,15,0,252811,20,54036189,10804,12/9/2017,112034180,20955
287,26,0,252830,19,54056004,19815,12/10/2017,112077801,43621
456,38,0,252869,39,54097842,41838,12/11/2017,112158872,81071
262,42,0,252915,46,54140462,42620,12/12/2017,112247371,88499
155,20,0,252942,27,54173085,32623,12/13/2017,112307422,60051
134,10,0,252960,18,54200579,27494,12/14/2017,112357070,49648
130,9,0,252980,20,54223523,22944,12/15/2017,112398668,41598
240,24,0,252992,12,54242583,19060,12/16/2017,112437434,38766
343,27,0,253011,19,54264986,22403,12/17/2017,112487224,49790
409,34,0,253054,43,54305154,40168,12/18/2017,112567138,79914
541,42,0,253087,33,54354657,49503,12/19/2017,112664439,97301
422,40,0,253142,55,54396118,41461,12/20/2017,112743272,78833
386,47,0,253180,38,54433710,37592,12/21/2017,112813569,70297
506,23,0,253212,32,54468048,34338,12/22/2017,112875956,62387
112,10,0,253228,16,54477656,9608,12/23/2017,112900161,24205
492,39,0,253250,22,54490871,13215,12/24/2017,112938146,37985
439,27,0,253293,43,54497350,6479,12/25/2017,112964913,26767
220,29,0,253324,31,54511463,14113,12/26/2017,112997832,32919
234,33,0,253346,22,54527828,16365,12/27/2017,113029625,31793
121,17,0,253365,19,54541247,13419,12/28/2017,113064063,34438
177,17,0,253395,30,54555006,13759,12/29/2017,113093347,29284
53,10,0,253407,12,54560962,5956,12/30/2017,113107257,13910
94,2,0,253443,36,54567531,6569,12/31/2017,113125583,18326
123,7,0,253490,47,54573030,5499,1/1/2018,113137066,11483
125,12,0,253558,68,54591848,18818,1/2/2018,113176418,39352
164,4,0,253591,33,54616147,24299,1/3/2018,113219271,42853
2,1,0,253604,13,54618069,1922,1/4/2018,113224599,5328
14,0,0,253614,10,54623041,4972,1/5/2018,113238902,14303
9,2,0,253624,10,54627335,4294,1/6/2018,113248381,9479
41,4,0,253640,16,54632975,5640,1/7/2018,113257768,9387
45,4,0,253661,21,54648795,15820,1/8/2018,113289062,31294
112,17,0,253690,29,54673885,25090,1/9/2018,113340043,50981
142,18,0,253720,30,54702137,28252,1/10/2018,113390261,50218
244,15,0,253757,37,54736098,33961,1/11/2018,113456845,66584
152,16,0,253786,29,54758350,22252,1/12/2018,113503248,46403
355,31,0,253809,23,54776108,17758,1/13/2018,113533666,30418
183,9,0,253827,18,54788502,12394,1/14/2018,113566615,32949
150,8,0,253857,30,54806139,17637,1/15/2018,113608385,41770
189,13,0,253895,38,54836417,30278,1/16/2018,113668438,60053
52,12,0,253921,26,54855427,19010,1/17/2018,113704757,36319
92,18,0,253952,31,54883089,27662,1/18/2018,113757330,52573
216,15,0,253983,31,54913614,30525,1/19/2018,113807652,50322
1044,41,0,254025,42,54942121,28507,1/20/2018,113866988,59336
1013,26,0,254092,67,54970029,27908,1/21/2018,113928559,61571
345,25,0,254144,52,55006893,36864,1/22/2018,113997197,68638
179,19,0,254191,47,55035689,28796,1/23/2018,114060890,63693
232,32,0,254236,45,55071767,36078,1/24/2018,114130486,69596
181,16,0,254263,27,55102914,31147,1/25/2018,114182413,51927
313,23,0,254301,38,55135987,33073,1/26/2018,114244270,61857
1415,41,0,254368,67,55170335,34348,1/27/2018,114314416,70146
334,22,0,254415,47,55190435,20100,1/28/2018,114352637,38221
274,33,0,254466,51,55227234,36799,1/29/2018,114421505,68868
114,15,0,254492,26,55255230,27996,1/30/2018,114480765,59260
141,19,0,254539,47,55286506,31276,1/31/2018,114535205,54440
212,27,0,254590,51,55322067,35561,2/1/2018,114602189,66984
129,18,0,254620,30,55348380,26313,2/2/2018,114652616,50427
263,23,0,254640,20,55366765,18385,2/3/2018,114692636,40020
224,7,0,254670,30,55380724,13959,2/4/2018,114727757,35121
193,21,0,254725,55,55409792,29068,2/5/2018,114783818,56061
160,18,0,254760,35,55443894,34102,2/6/2018,114851878,68060
30,4,0,254781,21,55459183,15289,2/7/2018,114883451,31573
168,20,0,254806,25,55490746,31563,2/8/2018,114944436,60985
223,25,0,254833,27,55522313,31567,2/9/2018,115001506,57070
343,26,0,254857,24,55538636,16323,2/10/2018,115039147,37641
85,2,0,254877,20,55547445,8809,2/11/2018,115060314,21167
339,40,0,254922,45,55582583,35138,2/12/2018,115128597,68283
252,31,0,254968,46,55617772,35189,2/13/2018,115198017,69420
408,39,0,255002,34,55657363,39591,2/14/2018,115278098,80081
501,28,0,255044,42,55701556,44193,2/15/2018,115366572,88474
316,37,0,255088,44,55730747,29191,2/16/2018,115423791,57219
537,51,0,255118,30,55748668,17921,2/17/2018,115462625,38834
938,40,0,255151,33,55770205,21537,2/18/2018,115513137,50512
553,50,0,255217,66,55795882,25677,2/19/2018,115575287,62150
906,85,0,255306,89,55840360,44478,2/20/2018,115673416,98129
1596,77,0,255430,124,55893470,53110,2/21/2018,115791722,118306
147,18,0,255485,55,55920480,27010,2/22/2018,115846579,54857
165,22,0,255534,49,55946113,25633,2/23/2018,115896218,49639
956,51,0,255597,63,55971663,25550,2/24/2018,115957469,61251
231,18,0,255654,57,55987812,16149,2/25/2018,115991521,34052
448,54,0,255747,93,56030382,42570,2/26/2018,116076135,84614
664,48,0,255836,89,56078896,48514,2/27/2018,116183817,107682
637,52,0,255944,108,56129603,50707,2/28/2018,116284672,100855
571,45,0,256022,78,56175165,45562,3/1/2018,116376161,91489
21,7,0,256050,28,56182020,6855,3/2/2018,116399438,23277
851,56,0,256117,67,56210381,28361,3/3/2018,116460545,61107
704,33,0,256189,72,56235643,25262,3/4/2018,116521035,60490
357,47,0,256263,74,56272417,36774,3/5/2018,116596225,75190
516,27,0,256307,44,56315105,42688,3/6/2018,116677220,80995
16,7,0,256333,26,56323293,8188,3/7/2018,116699532,22312
188,17,0,256360,27,56351733,28440,3/8/2018,116752935,53403
344,43,0,256393,33,56386645,34912,3/9/2018,116823003,70068
